Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge
Male,55,Yes,2,1,4,Offer E,Yes,16.68,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.1
Male,54,No,0,0,19,Offer D,Yes,2.19,Yes,Yes,Fiber Optic,18.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95
Female,27,No,0,0,9,,Yes,24.81,No,Yes,Cable,69.0,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check,66.25
Male,43,Yes,0,6,37,,Yes,9.26,Yes,Yes,DSL,28.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79.25
Female,44,Yes,0,8,68,,No,0.0,No,Yes,DSL,15.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60.3
Female,70,Yes,0,1,50,Offer B,Yes,9.18,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75
Female,39,No,0,0,2,,Yes,14.07,Yes,Yes,Fiber Optic,6.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7
Female,39,Yes,0,9,72,,Yes,10.87,Yes,Yes,DSL,24.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.9
Male,64,Yes,2,1,1,,Yes,37.68,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.65
Female,20,No,0,0,36,,Yes,19.64,No,Yes,Fiber Optic,71.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.8
Female,44,Yes,2,6,61,Offer B,Yes,25.4,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75
Male,32,No,0,0,4,,Yes,49.14,No,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.45
Female,19,Yes,0,6,49,,Yes,28.42,Yes,Yes,DSL,41.0,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,52.15
Female,28,No,0,0,2,,Yes,13.89,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.7
Male,64,No,0,0,13,,Yes,40.99,No,Yes,DSL,21.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,73.35
Male,51,No,3,0,33,Offer C,Yes,21.16,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.15
Female,60,No,0,0,26,Offer C,Yes,40.14,No,Yes,Fiber Optic,4.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,95.85
Male,55,Yes,1,0,69,Offer A,Yes,8.46,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.35
Male,62,No,0,0,68,,Yes,11.5,Yes,Yes,DSL,29.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.5
Male,51,No,0,0,2,Offer E,Yes,1.57,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3
Male,76,No,0,0,56,,Yes,5.19,Yes,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,101.05
Male,37,No,0,0,36,,Yes,12.72,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.35
Male,23,No,0,0,24,,Yes,35.3,No,Yes,Fiber Optic,41.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,79.85
Male,49,No,0,0,46,Offer B,Yes,30.99,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.2
Male,61,Yes,0,2,72,Offer A,Yes,34.29,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.4
Male,55,No,0,0,51,Offer B,Yes,45.92,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,83.4
Male,26,Yes,0,2,61,,Yes,20.34,No,Yes,Cable,51.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,81.05
Female,24,Yes,3,1,47,,Yes,2.56,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.3
Female,40,Yes,2,0,59,Offer B,Yes,42.37,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45
Female,71,Yes,0,0,59,,Yes,19.14,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,94.05
Female,49,No,0,0,29,Offer C,Yes,27.75,Yes,Yes,Fiber Optic,2.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.6
Female,66,Yes,0,1,16,Offer D,Yes,9.93,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,85.35
Male,50,No,0,0,28,Offer C,Yes,13.69,No,Yes,Fiber Optic,12.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91.25
Female,36,No,0,0,8,Offer E,Yes,37.37,No,Yes,Cable,16.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.45
Male,51,Yes,0,1,18,,Yes,11.3,Yes,Yes,Fiber Optic,16.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.4
Male,34,Yes,1,1,5,Offer E,Yes,40.05,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.9
Male,42,No,3,0,22,Offer D,Yes,29.54,Yes,Yes,Fiber Optic,53.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.1
Male,26,Yes,0,0,47,Offer B,Yes,43.2,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9
Female,29,Yes,2,4,14,Offer D,Yes,42.64,No,Yes,DSL,69.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45
Male,73,Yes,0,1,57,Offer B,Yes,42.1,Yes,Yes,Fiber Optic,3.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,100.6
Male,52,No,0,0,13,Offer D,No,0.0,No,Yes,DSL,17.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,45.55
Female,42,No,0,0,43,,Yes,25.53,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.7
Male,72,Yes,0,7,27,,Yes,41.11,Yes,Yes,Fiber Optic,14.0,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.9
Male,61,No,0,0,13,,Yes,30.88,No,Yes,Fiber Optic,3.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8
Male,33,No,0,0,52,Offer B,Yes,5.42,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.05
Male,36,No,0,0,17,,Yes,4.51,No,Yes,Fiber Optic,13.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.85
Female,37,Yes,0,4,71,,Yes,10.46,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.15
Female,67,Yes,0,1,52,,Yes,4.11,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.1
Male,41,Yes,0,10,69,,Yes,48.37,No,Yes,DSL,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.7
Male,24,No,0,0,10,,Yes,13.16,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25
Female,66,No,0,0,9,Offer E,Yes,40.0,Yes,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1
Male,74,Yes,2,3,50,,Yes,32.9,Yes,Yes,DSL,18.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.15
Female,32,Yes,3,2,60,,Yes,23.68,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.25
Female,22,No,0,0,23,,Yes,15.18,No,Yes,Fiber Optic,46.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.1
Male,30,Yes,0,0,35,,Yes,24.83,Yes,Yes,Fiber Optic,51.0,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.85
Female,29,Yes,0,6,59,,Yes,31.43,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35
Female,43,No,0,0,6,,Yes,29.09,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65
Male,37,No,0,0,9,,Yes,8.91,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25
Male,54,Yes,2,1,45,,Yes,22.31,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.95
Male,24,Yes,0,5,43,Offer B,Yes,48.1,Yes,Yes,DSL,51.0,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,71.9
Female,20,Yes,0,1,19,Offer D,Yes,21.71,Yes,Yes,Fiber Optic,47.0,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.65
Female,37,Yes,0,2,9,,Yes,42.39,No,Yes,Cable,16.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,65.6
Male,80,Yes,2,10,61,,Yes,4.51,Yes,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.0
Male,43,Yes,0,1,22,Offer D,Yes,20.78,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.45
Female,27,Yes,2,1,23,,Yes,25.54,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.6
Male,24,Yes,3,0,37,,Yes,8.21,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8
Male,59,Yes,0,9,38,Offer C,Yes,42.08,Yes,Yes,Fiber Optic,15.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.7
Female,22,Yes,0,1,21,Offer D,Yes,38.52,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4
Male,66,Yes,0,7,71,Offer A,Yes,30.72,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.95
Male,61,Yes,3,10,34,Offer C,Yes,20.05,Yes,Yes,Fiber Optic,57.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.05
Female,34,No,0,0,4,Offer E,Yes,5.63,No,Yes,Fiber Optic,18.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1
Female,48,No,0,0,1,,Yes,27.12,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.6
Male,79,Yes,0,1,72,,Yes,17.3,Yes,Yes,DSL,23.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,84.1
Female,36,No,0,0,4,,Yes,23.5,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.65
Male,46,No,0,0,3,Offer E,Yes,14.28,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3
Male,32,No,0,0,1,,Yes,14.02,Yes,Yes,Fiber Optic,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35
Female,20,No,0,0,48,,Yes,5.19,Yes,Yes,Fiber Optic,47.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.4
Male,64,No,0,0,14,Offer D,Yes,8.54,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6
Male,45,No,0,0,18,Offer D,Yes,12.97,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,23.75
Male,27,No,0,0,1,Offer E,Yes,49.43,No,Yes,Fiber Optic,48.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55
Male,58,No,0,0,17,,Yes,36.47,No,Yes,Cable,15.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,56.1
Male,35,Yes,0,1,68,,Yes,11.12,Yes,Yes,Cable,10.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,70.8
Female,61,No,0,0,12,Offer D,Yes,14.42,Yes,Yes,Fiber Optic,14.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8
Female,75,Yes,0,7,25,,Yes,38.59,No,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,69.3
Male,22,No,2,0,1,,Yes,34.4,No,Yes,Cable,52.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,48.95
Male,45,Yes,2,7,72,,Yes,2.75,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.4
Female,62,No,0,0,53,,Yes,18.81,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85
Female,65,No,0,0,35,,Yes,16.91,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55
Male,42,Yes,2,7,5,,Yes,17.37,Yes,Yes,DSL,15.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,64.4
Male,48,Yes,0,3,14,,Yes,22.14,Yes,Yes,DSL,11.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,66.6
Female,40,No,0,0,10,,Yes,27.1,No,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25
Female,41,No,0,0,1,,Yes,34.04,No,Yes,DSL,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52.2
Male,26,Yes,3,0,25,Offer C,Yes,11.79,No,Yes,Fiber Optic,59.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.9
Female,49,Yes,0,6,62,Offer B,Yes,13.32,No,Yes,Cable,22.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81.0
Male,23,No,0,0,24,,Yes,27.97,Yes,Yes,Fiber Optic,58.0,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85
Male,66,Yes,0,1,41,Offer B,Yes,45.04,Yes,Yes,Cable,29.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95
Male,64,No,0,0,26,Offer C,Yes,37.7,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.6
Female,24,No,0,0,8,,Yes,39.92,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0
Female,42,No,0,0,69,Offer A,Yes,18.47,Yes,Yes,DSL,28.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.35
Female,71,Yes,0,1,72,Offer A,Yes,20.48,Yes,Yes,DSL,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.05
Male,60,No,0,0,44,,Yes,18.14,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5
Male,30,Yes,0,9,70,Offer A,Yes,3.51,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85
Male,35,No,0,0,6,,Yes,41.16,No,Yes,Cable,10.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.75
Male,73,Yes,0,4,35,,Yes,2.12,Yes,Yes,Fiber Optic,3.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.8
Male,56,No,0,0,9,,Yes,40.74,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85
Female,43,No,0,0,11,,Yes,19.01,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,48.55
Female,73,No,0,0,46,,Yes,6.13,No,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,95.25
Male,51,Yes,0,1,70,Offer A,Yes,17.17,Yes,Yes,Fiber Optic,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,115.65
Male,34,Yes,0,1,67,Offer A,Yes,28.4,Yes,Yes,Cable,10.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,87.4
Female,39,Yes,2,6,30,Offer C,Yes,47.21,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.1
Male,65,No,0,0,8,Offer E,No,0.0,No,Yes,DSL,4.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.4
Female,56,No,0,0,7,,Yes,30.06,No,Yes,Fiber Optic,10.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.15
Male,64,No,0,0,4,Offer E,Yes,3.69,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.25
Male,20,No,2,0,27,,Yes,30.36,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.15
Female,25,Yes,0,1,65,Offer B,Yes,1.29,No,Yes,DSL,51.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,71.0
Male,55,Yes,3,7,10,,Yes,13.83,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.05
Female,77,Yes,0,1,61,,Yes,33.75,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,94.2
Female,46,Yes,0,10,44,Offer B,Yes,32.72,Yes,Yes,Fiber Optic,6.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,95.1
Female,35,No,0,0,7,Offer E,Yes,18.99,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1
Female,25,Yes,0,10,25,,Yes,2.34,No,Yes,DSL,73.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.05
Female,65,Yes,0,1,29,,Yes,22.33,Yes,Yes,Fiber Optic,6.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05
Female,51,Yes,0,3,69,,Yes,14.69,Yes,Yes,Fiber Optic,6.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,105.35
Female,61,Yes,3,2,33,,Yes,24.27,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1
Female,24,Yes,0,3,52,Offer B,Yes,5.65,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.4
Male,77,No,0,0,12,,No,0.0,No,Yes,DSL,10.0,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.65
Male,54,No,0,0,69,,Yes,17.74,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.3
Female,62,No,0,0,7,Offer E,Yes,46.79,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9
Female,58,No,3,0,41,,Yes,38.94,No,Yes,DSL,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.2
Female,20,No,0,0,7,Offer E,Yes,36.49,No,Yes,Fiber Optic,42.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,94.05
Female,30,Yes,2,1,23,Offer D,Yes,34.91,Yes,Yes,Fiber Optic,30.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75
Male,22,No,1,0,72,,Yes,31.93,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9
Female,47,Yes,0,7,64,,Yes,23.25,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8
Female,59,Yes,3,3,22,Offer D,Yes,4.67,Yes,Yes,Fiber Optic,58.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8
Male,52,Yes,0,8,63,Offer B,Yes,12.96,Yes,Yes,Fiber Optic,7.0,Yes,No,No,Yes,No,No,No,No,Two Year,Yes,Credit Card,84.65
Female,37,No,0,0,72,,Yes,8.29,Yes,Yes,Cable,13.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.6
Female,56,No,0,0,3,,No,0.0,No,Yes,Cable,25.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6
Female,75,No,0,0,65,Offer B,No,0.0,No,Yes,Cable,9.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,53.5
Female,37,No,0,0,8,,Yes,42.78,No,Yes,DSL,27.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,54.25
Male,40,Yes,0,8,71,Offer A,Yes,26.56,Yes,Yes,Fiber Optic,7.0,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.25
Female,52,Yes,3,1,38,Offer C,Yes,44.32,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3
Male,47,Yes,1,9,72,,Yes,24.08,No,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,111.95
Female,62,Yes,0,1,61,Offer B,Yes,47.19,Yes,Yes,DSL,28.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,88.1
Female,65,No,0,0,46,Offer B,Yes,11.93,No,Yes,Fiber Optic,26.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91.3
Male,40,Yes,0,5,72,Offer A,Yes,24.24,Yes,Yes,DSL,27.0,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,55.3
Female,77,No,0,0,20,,Yes,48.73,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,94.1
Female,32,Yes,2,9,3,,Yes,45.33,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.1
Male,61,Yes,2,4,41,Offer B,Yes,28.55,Yes,Yes,Cable,20.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,74.55
Female,41,Yes,0,0,55,,Yes,35.38,Yes,Yes,Cable,13.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,66.05
Female,73,No,0,0,56,,Yes,47.13,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,110.5
Female,49,Yes,0,1,14,,Yes,29.18,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25
Male,22,Yes,0,3,61,,Yes,19.27,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55
Female,56,No,0,0,51,Offer B,Yes,44.35,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.95
Female,37,No,1,0,25,Offer C,Yes,39.9,No,Yes,DSL,27.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.75
Male,30,No,0,0,9,Offer E,Yes,4.81,Yes,Yes,Fiber Optic,69.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3
Male,29,Yes,2,3,22,,Yes,27.91,No,Yes,Cable,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.1
Female,57,No,2,0,4,,Yes,27.37,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.05
Male,46,No,0,0,17,,Yes,31.6,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.1
Female,25,No,0,0,72,Offer A,Yes,48.52,Yes,Yes,Fiber Optic,51.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.45
Female,35,Yes,0,7,64,Offer B,Yes,35.92,No,Yes,Fiber Optic,11.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.0
Female,56,No,0,0,8,,Yes,10.91,No,Yes,DSL,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45
Male,22,No,0,0,1,,Yes,19.85,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5
Male,55,No,0,0,8,,No,0.0,No,Yes,Cable,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.25
Male,60,No,0,0,11,Offer D,No,0.0,No,Yes,DSL,22.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,34.7
